face_local_index,x_over_c,y_over_c,surface,Cp
453,0.6719139999999999,0.0711367,upper,-0.4177261
454,0.6745975,0.07072139999999999,upper,-0.41169213
455,0.6772805,0.07030339999999999,upper,-0.40563975
456,0.6799634999999999,0.06988275,upper,-0.39961974
457,0.6826460000000001,0.06945945,upper,-0.39363203
458,0.6853279999999999,0.06903345,upper,-0.38761944
459,0.6880094999999999,0.06860485,upper,-0.38166475
460,0.6906905,0.0681736,upper,-0.37568832
461,0.6933715,0.0677397,upper,-0.36975195
462,0.696052,0.06730315,upper,-0.36384671
463,0.6987319999999999,0.06686395,upper,-0.3579272
464,0.701412,0.0664221,upper,-0.35204755
465,0.7040915000000001,0.0659776,upper,-0.34620495
466,0.7067705,0.06553049999999999,upper,-0.34034621
467,0.709449,0.0650808,upper,-0.33455944
468,0.712127,0.06462845,upper,-0.32875599
469,0.714805,0.06417344999999999,upper,-0.32299428
470,0.7174825,0.06371584999999999,upper,-0.31728116
471,0.7201595000000001,0.06325565,upper,-0.3115638
472,0.7228365,0.06279285,upper,-0.30589907
473,0.7255130000000001,0.062327400000000005,upper,-0.30027511
474,0.7281885,0.06185935,upper,-0.29467119
475,0.7308635,0.0613887,upper,-0.28909321
476,0.7335385,0.060915399999999995,upper,-0.28356716
477,0.7362135,0.060439549999999995,upper,-0.2780785
478,0.738888,0.0599611,upper,-0.27263709
479,0.7415615,0.059480000000000005,upper,-0.26723972
480,0.744235,0.05899635,upper,-0.26184694
481,0.746908,0.058510099999999995,upper,-0.25657658
482,0.7495805,0.058021249999999996,upper,-0.25126933
483,0.752253,0.0575298,upper,-0.24607827
484,0.7549245,0.057035749999999996,upper,-0.24090905
485,0.7575955000000001,0.056539149999999996,upper,-0.23578956
486,0.7602665,0.056039900000000004,upper,-0.23073126
487,0.762937,0.055538050000000005,upper,-0.22573764
488,0.7656069999999999,0.05503365,upper,-0.22079012
489,0.7682770000000001,0.0545267,upper,-0.21591049
490,0.7709465,0.05401715,upper,-0.21109705
491,0.7736149999999999,0.05350495,upper,-0.20634442
492,0.776283,0.0529902,upper,-0.20164922
493,0.778951,0.0524729,upper,-0.19702726
494,0.7816185,0.051953,upper,-0.19248601
495,0.7842855,0.051430500000000004,upper,-0.18798937
496,0.786952,0.0509054,upper,-0.18359133
497,0.7896179999999999,0.0503777,upper,-0.17924574
498,0.792284,0.04984745,upper,-0.17498092
